gm_index,Event,Stat,signal_pe_ratio_max,signal_ratio_max,snr_min,snr_max,snr_average,tail_ratio,mtail_ratio,tailnoise_ratio,mtailnoise_ratio,head_ratio,Snr_0.1_0.5,Snr_0.5_1.0,Snr_1.0_2.0,Snr_2.0_5.0,Snr_5.0_10.0,ft_a1_a2,PN/PGA,bracketedPGA_10_20,Ds575,Ds595,v18p7p4
1.0,2012p001403,ADCS,0.004322943,0.008607288,1.90683,18.45717,5.8708,0.060360171,0.169115798,424.4750867,273.1809684,0.166192021,6.16175,6.66864,10.68306,5.35362,4.9802,0.488305489,0.166192021,1.645375591,4.522416288,10.00489858,0.0
2.0,2012p001403,CCCC,0.045600836,0.066407975,1.36273,46.84215,18.88861,0.038212165,0.113583348,76.7524537,47.25139388,0.052025056,1.71763,5.07442,25.59203,35.79712,9.98556,0.394834865,0.057529974,2.293551251,2.993977221,9.467661855,0.0
3.0,2012p001403,CHHC,0.038485612,0.073696585,1.45869,40.72534,17.99452,0.015710926,0.054733528,29.41244594,15.72725739,0.060956443,3.66048,6.24591,33.6273,29.67604,9.94879,0.432851281,0.101331301,1.999729324,3.752039362,14.19634604,0.0
4.0,2012p001403,CSHS,0.017546501,0.026062599,0.93769,26.64296,7.68268,0.065039504,0.219595496,197.6176759,233.4335602,0.429256744,1.9902,7.90989,13.757,10.22267,5.06092,0.171695542,0.368711705,1.056542324,15.05393769,23.96656993,0.0
5.0,2012p001403,HVSC,0.087832482,0.134368288,1.18001,29.50418,16.89721,0.036188396,0.124672845,70.46665797,51.46638505,0.092874087,1.44877,1.77673,7.04581,21.7196,18.58966,0.989721627,0.104825072,2.562831324,6.115782724,13.10615856,0.0
6.0,2012p001403,KOWC,0.007158683,0.018282451,0.70907,6.76766,3.13004,0.028660243,0.086960647,84.6074321,70.10012185,0.180405215,1.44787,5.44933,4.68154,3.36264,2.49208,0.25108552,0.210788623,2.268827705,8.413803946,13.27077022,0.0
7.0,2012p001403,LPOC,0.195003376,0.45464523,1.80573,20.68758,12.87246,0.024519713,0.08813716,23.50662084,19.54824316,0.086256407,2.32663,3.89497,14.5713,11.67544,14.84623,0.724936541,0.101537713,4.279617028,5.219310183,26.32346375,0.0
8.0,2012p001403,NBLC,0.060969345,0.100256546,1.34034,58.31284,28.20305,0.010582245,0.041802666,22.62905909,19.75418496,0.02459429,4.46204,8.07831,25.26394,35.93363,27.72305,0.479278142,0.034060608,2.086754255,3.632750254,12.56075209,0.0
9.0,2012p001403,PRPC,0.030415478,0.088411005,1.5682,71.44622,36.38311,0.00745779,0.031668522,15.21668995,7.617540461,0.030684913,4.02282,9.16264,30.12462,54.02564,31.95358,0.526178875,0.060824424,2.502412,3.43433392,11.39522243,0.0
10.0,2012p001403,RHSC,0.017804149,0.051433936,1.60605,76.09884,25.99364,0.017378862,0.071060927,36.64950818,28.85200528,0.064864808,3.92252,5.20157,27.69674,51.0599,14.15102,0.706441526,0.083461914,2.048109049,4.552188932,14.48226469,0.0
11.0,2012p001403,SHLC,0.033103549,0.068668981,1.82799,53.88771,26.79177,0.014161807,0.045331798,30.31842016,21.6210102,0.053574808,3.5649,8.24517,34.4559,40.01576,20.5945,0.557395291,0.058073832,1.874436852,5.202729936,15.72784915,0.0
12.0,2012p001403,WSFC,0.069753118,0.506349092,3.13763,17.68029,7.56932,0.022058395,0.077142676,273.9213883,181.3739048,0.161313239,6.30855,12.86764,10.89432,10.22127,4.7671,0.986727922,0.17346045,1.775164628,9.709214478,22.99551155,0.0
13.0,2012p001403,ASHS,0.002324333,0.00933411,4.89023,1250.25239,907.66585,0.010853672,0.032254529,2745.05958,1557.459782,0.001718826,145.26871,206.74355,455.63669,993.04612,1069.72329,0.775556748,0.001756595,2.30497588,3.228358644,12.71257223,1.0
14.0,2012p001403,CACS,0.002447255,0.012013795,32.51069,3799.59601,1991.36914,0.011080062,0.037919807,2142.097188,1651.009919,0.001154531,193.81587,368.89751,1948.8968,2566.26078,1935.36003,0.727444691,0.001154531,2.297248297,4.108844028,10.64245014,1.0
15.0,2012p001403,CBGS,0.001021268,0.002787372,6.79887,4372.66159,1772.62125,0.009214733,0.025585453,1602.212431,978.3354487,0.00082758,121.62963,389.52541,3149.46084,2965.55221,1031.87387,0.477762238,0.00099526,1.57552568,5.001729589,13.03594425,1.0
16.0,2012p001403,CMHS,0.001456177,0.003376268,7.66559,2599.15942,1392.27562,0.014231406,0.043513785,2796.83805,1993.632792,0.000801042,59.52325,177.96918,1496.94292,2014.17901,1213.23021,0.315640407,0.000894397,2.367009289,4.559473552,12.97613261,1.0
17.0,2012p001403,CRLZ,0.000383693,0.005995201,95.61663,19617.11511,9904.81971,0.005091688,0.013810383,967.4080319,810.2828265,0.001734682,355.55636,1353.3352,9645.15098,15713.51826,7983.69149,0.698345949,0.003324961,1.597240624,4.279342728,12.30343014,1.0
19.0,2012p001403,D09C,0.004129073,0.015627256,2.99266,649.02515,229.4335,0.003216791,0.011001881,62.26649968,3.404185417,0.004621054,42.33626,73.68711,495.38004,365.09862,123.71056,0.400852284,0.127139611,2.650073006,4.217374682,13.04842298,1.0
20.0,2012p001403,D14C,0.001619419,0.004620742,7.82637,711.9706,365.83218,0.014666032,0.046861645,1850.173255,111.5692409,0.001427669,30.47553,79.91799,304.37646,500.33295,349.23641,0.350292546,0.029134984,1.906141725,2.803381824,8.685726603,1.0
21.0,2012p001403,D15C,0.004656525,0.007505223,5.02939,75.6708,42.69406,0.029960838,0.095092976,712.1871464,100.2595624,0.002803184,15.41194,37.68177,49.23277,48.62882,39.1273,0.393015031,0.140350119,1.630641198,6.527476396,12.3720428,1.0
22.0,2012p001403,DFHS,0.000978093,0.008147909,19.95144,4834.52848,1814.30438,0.018719536,0.06138262,2222.145984,1914.031175,0.003427192,88.68705,246.09477,1679.94063,3361.79009,1156.04366,0.541213064,0.003562575,1.480201582,2.780346139,6.92184028,1.0
23.0,2012p001403,DSLC,0.001360883,0.005571937,8.53433,3820.7893,2212.30067,0.003349836,0.00984173,1718.534496,954.001966,0.001238225,97.18034,432.26197,2893.03831,2635.15267,2154.91625,0.675717101,0.001791857,2.300792073,4.034683912,12.29959321,1.0
24.0,2012p001403,EYRS,0.023136446,0.029443629,9.84206,1433.8526,1017.75666,0.003665205,0.01292192,610.9406412,371.553174,0.00635171,84.65689,266.11455,938.90533,1254.82413,1035.24822,0.771341057,0.008127567,1.198538672,8.672611869,24.70494025,1.0
25.0,2012p001403,GODS,0.001093809,0.003917609,7.81886,1079.34112,544.4308,0.0159681,0.039908125,2560.490534,174.4305758,0.001236772,56.07441,197.69291,526.66721,863.24964,422.1017,0.293879566,0.019201495,1.606824051,4.014249529,12.92999874,1.0
26.0,2012p001403,HALS,0.002622645,0.00576982,2.41963,3024.41678,1177.24056,0.002202676,0.00799217,336.9966946,97.16585274,0.001348116,36.62696,197.04184,2226.6479,1456.4763,982.19155,0.243934142,0.005047867,2.034487365,7.518407243,18.0759076,1.0
27.0,2012p001403,HHSS,0.003235491,0.006434668,2.48277,2157.52242,808.86083,0.003775212,0.011354984,706.1051729,415.7555967,0.001257185,52.06106,164.97211,663.71586,1412.13595,595.92291,0.411298769,0.001668949,1.505870753,6.92996377,17.16227511,1.0
28.0,2012p001403,HPSC,0.020081076,0.052938252,2.0163,71.64521,27.74737,0.01568062,0.052103233,28.23141172,10.38045343,0.022643361,2.84778,6.16805,26.40892,50.49213,18.2271,0.515102842,0.063101322,2.806386221,2.245890642,10.12098046,0.0
29.0,2012p001403,KPOC,0.001533429,0.002833673,5.20834,2191.7715,956.91193,0.000988441,0.003044576,36.36255687,0.842589888,0.00048224,57.0162,171.87419,139.21383,841.84482,1336.43877,0.48830013,0.070910747,2.006267728,5.258821043,9.647406172,1.0
30.0,2012p001403,MQZ,0.001728757,0.003841681,16.20512,584.75983,233.28069,0.000344387,0.00108451,69.32469235,10.39242048,0.000119244,24.94048,29.4719,72.06091,136.84894,360.20268,0.406103286,0.013077778,1.580027569,3.843175684,9.379232168,1.0
31.0,2012p001403,NNBS,0.000517299,0.001593636,9.351,4914.59923,1586.72584,0.008490003,0.024537962,510.9340605,17.22345357,0.000452851,125.47832,310.80829,1845.70845,3166.65611,819.36388,0.458348945,0.029768268,1.467359361,4.208595277,9.836424435,1.0
32.0,2012p001403,OXZ,0.000967433,0.003869731,18.08876,2890.09846,2011.59419,0.00080567,0.002915304,758.8810999,46.17819568,0.000174931,212.78661,545.37749,1989.82608,2409.97019,2057.52007,0.545075125,0.01670596,1.590207731,8.946239233,14.98214904,1.0
33.0,2012p001403,PARS,0.003555212,0.008433897,8.93373,1310.49406,750.8448,0.00911839,0.031742612,624.2722063,79.12571341,0.002627322,40.23586,301.16753,983.85906,1003.66717,645.4167,0.288614198,0.033831073,1.688927939,5.228842967,12.87418318,1.0
34.0,2012p001403,PPHS,0.000623044,0.001927211,42.33876,4921.33928,1905.01365,0.009133434,0.020090525,2044.149661,785.5758372,0.00051408,181.88951,482.6275,2857.50009,2768.75427,1448.70697,0.459372114,0.000923442,1.391309995,8.857941154,21.53080536,1.0
35.0,2012p001403,REHS,0.000448752,0.001198346,6.67495,5603.50159,1753.78254,0.012135755,0.026949872,2040.005586,529.868563,0.001104143,134.61871,618.7113,4033.58397,3602.30115,410.05457,0.377269856,0.001391317,1.55908373,5.566093658,15.65858755,1.0
36.0,2012p001403,SMTC,0.036998357,0.077138758,2.04175,29.97258,15.92482,0.021959977,0.077289286,41.12834141,21.15024386,0.08231874,4.38738,4.79941,18.89397,24.69565,11.93187,0.784288815,0.151073411,2.729177669,9.479308835,21.47770017,0.0
38.0,2012p001403,STKS,0.003341589,0.00718643,5.60506,1334.77629,737.34679,0.018837224,0.061721576,3909.357072,2401.595493,0.001806299,41.13516,95.85198,340.00329,1008.81823,766.9711,0.47863485,0.002190929,1.58704964,3.395106697,10.53530232,1.0
39.0,2012p001403,SWNC,0.003384302,0.018249211,7.18638,420.39724,181.33858,0.008019329,0.02917527,185.4884251,148.5022143,0.019319402,73.31857,125.08528,190.36447,294.52748,123.4416,0.880386122,0.025278035,1.534569703,7.952213351,16.49659852,1.0
40.0,2012p001403,TPLC,0.008275754,0.016013248,5.20766,707.36611,421.49756,0.003737851,0.009916073,661.9184236,326.9640247,0.0023942,46.34529,121.14928,452.42274,544.62071,398.54248,0.612729134,0.00368899,1.934615691,7.291632027,16.63515066,1.0
41.0,2012p001403,WCSS,0.004747823,0.007485413,2.90298,1521.10874,520.09771,0.002723936,0.006882873,491.7622591,45.04602655,0.001767173,13.82341,185.08105,882.22141,984.44526,238.46542,0.129367267,0.012743289,1.554304634,8.789749516,14.82041464,1.0
42.0,2012p001410,ASHS,0.005525688,0.017191031,0.45462,445.44746,269.75856,0.02853921,0.104227019,3810.965216,3602.74246,0.007719273,1.65573,7.91347,44.2677,234.95314,379.73696,0.828525641,0.009464735,1.565199638,3.926104852,8.203614873,0.0
43.0,2012p001410,CACS,0.013356617,0.021217941,1.1269,655.28257,379.50817,0.059714915,0.214839771,7141.721138,7715.747702,0.008186028,3.30513,11.21254,83.38337,461.23448,449.76564,0.622483221,0.008641343,1.605831075,3.024685867,8.9207621,0.0
44.0,2012p001410,CBGS,0.006204679,0.010410072,1.19238,625.38267,227.91974,0.040942471,0.118911551,4399.92319,2897.315371,0.007326279,2.02608,9.36536,62.14184,429.4597,178.90479,0.396523848,0.009903421,1.458626891,5.105976776,12.81825818,0.0
45.0,2012p001410,CMHS,0.003833703,0.005633876,1.20707,551.95973,268.10948,0.053419448,0.182759438,8362.921782,6975.925105,0.005152746,1.94699,6.71948,29.82464,372.96973,296.04903,0.306997743,0.005677905,1.338460628,4.097407626,9.96984431,0.0
46.0,2012p001410,CRLZ,0.008255814,0.007797814,1.3858,1272.26094,653.38837,0.004742893,0.011458745,830.9455368,655.0716886,0.01245544,2.95224,8.69352,38.91253,693.5563,866.28682,0.570881226,0.014545443,1.886492498,3.873912664,10.91327837,0.0
47.0,2012p001410,D09C,0.036503114,0.104883306,1.28224,85.60681,31.30856,0.014800181,0.056106207,422.7707469,306.0172304,0.048771244,1.84405,8.52786,34.63224,57.2882,19.41618,0.543882979,0.066837504,1.433201569,7.780141213,19.47779269,0.0
48.0,2012p001410,D14C,0.009220992,0.016679148,0.37411,289.16696,153.06514,0.053034564,0.225471849,10752.7036,9475.274089,0.007279477,1.34202,4.84567,23.45764,204.44658,172.59005,0.450617284,0.009097843,1.429942373,4.163198797,7.590889106,0.0
49.0,2012p001410,D15C,0.009124292,0.01904696,1.66886,394.49176,240.88091,0.063202453,0.211697066,11499.43464,9244.700018,0.008704066,4.33462,14.29652,56.06416,294.74476,283.39597,0.335336538,0.009276932,1.282986531,3.918417961,8.684468702,0.0
50.0,2012p001410,DFHS,0.006544817,0.023000355,0.9309,18.04334,5.37263,0.026330048,0.09684345,434.8008486,317.9352527,0.060407954,1.50941,6.86668,11.79521,6.49392,3.39521,0.612612613,0.18158677,1.844174838,4.911695117,8.602697059,0.0
51.0,2012p001410,DSLC,0.022649829,0.022649829,1.01129,224.49492,122.26731,0.00865033,0.030951735,2275.405305,1751.079085,0.014437552,1.70395,4.35287,19.69871,102.92441,175.45752,1.391050584,0.022030935,2.06664379,5.404016904,14.3358263,0.0
52.0,2012p001410,EYRS,0.108029121,0.149327511,1.13551,228.24535,118.72353,0.00737536,0.028735358,1040.391196,683.998503,0.025641699,1.52014,6.33661,23.95385,148.69648,139.77368,0.914158305,0.045295447,2.120062198,6.173212154,19.19856202,0.0
54.0,2012p001410,HHSS,0.016482967,0.024426116,1.13008,189.53676,97.99876,0.006533105,0.020422269,688.707934,444.1636193,0.012302158,1.74945,4.42511,17.20673,146.46267,101.782,0.560237709,0.015462264,1.430522066,8.9164593,18.0175466,0.0
55.0,2012p001410,HPSC,0.07346659,0.077996756,1.12581,14.87292,6.1629,0.068220158,0.233757173,132.2358553,102.173699,0.15537878,1.32974,1.50101,3.06971,11.90003,4.06567,1.058835182,0.174196812,3.180339324,15.5267733,21.33185247,0.0
56.0,2012p001410,HVSC,0.032779909,0.433962529,1.62263,12.7774,7.35791,0.108385593,0.395436591,217.9332437,185.6858954,0.265969261,2.02507,2.36112,2.23599,8.77016,8.36444,1.250056066,0.308449724,1.001335225,19.1502685,23.25423297,0.0
58.0,2012p001410,LPOC,0.157367745,0.557478815,2.55554,12.79322,7.21915,0.040336422,0.141523829,39.84903564,31.02842309,0.135072945,3.69963,2.8094,3.84183,6.33436,9.09184,1.687992179,0.173094475,7.374856154,28.0262683,49.72118351,0.0
59.0,2012p001410,MTHS,0.028421798,0.04776441,1.03592,148.76924,80.75037,0.017243306,0.052418484,2517.179802,1013.844536,0.054042914,1.97986,7.66673,17.78067,105.28581,91.94443,0.488636364,0.12653259,1.355418805,18.42491207,33.30496285,0.0
60.0,2012p001410,NBLC,0.130730683,0.340980511,1.1072,12.38845,5.8473,0.054797011,0.227228246,116.3244644,93.31772422,0.198474165,1.39392,1.80806,3.03771,9.16692,5.12019,0.758199753,0.255615479,1.906208652,17.76710122,27.24799014,0.0
62.0,2012p001410,PPHS,0.005615238,0.004203407,1.54746,584.29541,232.77084,0.074152062,0.223029763,7831.28147,5410.927396,0.006612172,1.85056,9.10124,45.05153,389.02886,214.01965,0.678591084,0.009132536,1.314344347,7.164607296,13.99964254,0.0
63.0,2012p001410,PRPC,0.140508459,0.241233058,1.62442,12.46628,6.39437,0.040669828,0.163909234,87.03521259,65.60983136,0.145053487,1.89511,2.30476,3.72414,10.41151,5.22033,1.079500553,0.21221561,2.365951096,19.31358481,42.69187532,0.0
65.0,2012p001410,SPRS,0.155302785,0.232594346,1.11944,138.96736,80.52302,0.008557335,0.032587649,1514.998531,1235.525967,0.026526002,1.91954,7.29681,23.12667,77.38244,107.28536,0.33396765,0.028781457,1.704291703,8.738260501,18.00526966,0.0
67.0,2012p001410,TPLC,0.019852051,0.073531998,1.21035,132.44686,74.58667,0.031699446,0.090037756,4057.693692,2317.950538,0.027407365,2.49222,7.31653,31.75551,107.1892,75.52623,0.893877551,0.038112387,1.61016993,9.634916754,19.72847834,0.0
68.0,2012p001410,WCSS,0.024702327,0.05575668,1.36198,102.24164,52.68026,0.007745859,0.02607409,1241.989212,590.3458577,0.023565275,1.88865,10.29461,27.46062,80.0179,49.40748,0.185677749,0.037375306,1.402938168,14.48927416,21.50761213,0.0
69.0,2012p001410,HALS,0.010458157,0.04189205,3.08854,673.27233,296.19617,0.003332206,0.009995301,422.6717211,278.7101092,0.007669553,5.71112,10.25321,64.138,367.23577,350.30128,0.341753343,0.01080935,1.592372989,5.945104997,17.92233204,0.0
70.0,2012p001410,PARS,0.002736706,0.016306209,2.90716,544.23981,355.76938,0.021602508,0.067725385,2104.616933,1817.525239,0.005177899,5.66665,23.44703,119.87296,403.78627,429.91024,0.24453125,0.006984543,2.099890194,2.753415999,8.157134731,1.0
73.0,2012p002254,D09C,0.093606413,0.152214901,0.99344,41.11648,23.65122,0.019429696,0.078653824,586.5350057,457.0707236,0.064179252,1.52785,7.06698,22.74666,32.27316,21.81445,0.598099117,0.087186918,2.449011886,6.765609577,19.82072734,0.0
74.0,2012p002254,DFHS,0.007276123,0.011563838,1.26244,14.50899,6.89339,0.01396818,0.052790328,254.5460988,203.0943798,0.037075644,2.41129,5.77734,11.88558,8.32061,5.30322,0.534759358,0.12151917,1.858342724,2.337830138,4.933013674,0.0
75.0,2012p002254,DSLC,0.009544354,0.014902587,1.37467,25.29525,13.41806,0.002193709,0.008641059,234.821325,53.16387909,0.003916447,2.16307,8.78863,15.97424,17.5786,11.68022,0.798165138,0.091690903,3.022243178,2.588281225,7.889328059,0.0
76.0,2012p002254,EYRS,0.079461362,0.1475711,1.13464,327.0321,179.61954,0.005461929,0.02270947,618.2194327,298.254124,0.033339448,2.74057,16.68542,63.33109,231.57077,201.27638,0.532407407,0.085485847,1.228151177,5.666308195,13.30479207,0.0
77.0,2012p002254,HALS,0.025448295,0.07965116,1.91324,43.09099,16.50718,0.016240296,0.05963072,467.9310452,181.4508529,0.023773206,3.06098,11.49439,35.16453,21.56442,11.20692,0.389855072,0.194318462,3.242270611,7.679412241,27.13026432,0.0
79.0,2012p002254,MQZ,0.009026295,0.018943948,1.02665,152.43956,91.91802,0.000638788,0.003213797,416.4510513,74.2791385,0.000482766,6.57898,19.59246,55.8564,88.27699,115.0226,0.565217391,0.028368778,1.598712717,4.21696564,8.928739913,0.0
80.0,2012p002254,MTHS,0.018875082,0.034987957,1.4138,363.22396,190.95391,0.00533075,0.021354764,2879.487535,1955.633445,0.016531347,3.13461,35.97035,96.63076,256.83803,199.76297,0.442940039,0.022651047,1.352471698,12.55558812,19.84974955,0.0
81.0,2012p002254,NNBS,0.003518954,0.00682367,0.90432,348.3034,166.30978,0.08481033,0.277272347,7132.996996,815.7124899,0.007950184,4.61454,35.28021,95.27862,251.90328,152.18514,0.254698639,0.092399253,1.035736966,6.888991064,13.64148422,0.0
84.0,2012p002254,PPHS,0.003995387,0.007401302,1.47673,191.70999,112.29533,0.078487317,0.222827491,9214.269838,4779.812719,0.006374674,4.32444,15.2863,102.73864,170.12713,94.84905,0.332103321,0.012491298,1.503576743,5.789894084,12.68911316,0.0
85.0,2012p002254,REHS,0.006107213,0.013252252,2.01519,190.93604,93.28906,0.083287725,0.237935134,9079.717908,5786.948789,0.0089481,4.15957,28.7239,122.31478,151.76132,63.81533,0.249793218,0.011237597,1.091232782,4.695103728,11.3540739,0.0
86.0,2012p002254,SLRC,0.099480637,0.567076889,3.17415,39.5178,26.47227,0.031348615,0.120437297,712.1145407,612.6483989,0.124602867,4.8718,4.11198,22.43384,32.30964,27.49472,1.304532578,0.157697544,1.678659521,9.372099342,27.67364976,0.0
87.0,2012p002254,SPRS,0.220247929,0.365376135,1.25719,215.90033,132.31913,0.013509622,0.038604263,1021.886125,846.4718022,0.038221773,2.29546,10.11592,74.62417,135.65903,164.0038,0.451476793,0.040777663,2.076401519,9.522066265,22.25312513,0.0
88.0,2012p002254,SWNC,0.021222951,0.091803808,1.47132,55.3048,30.206,0.026335154,0.096779035,598.433445,507.4373395,0.100792212,2.541,3.71811,17.46634,40.33833,31.19388,0.71987315,0.114904922,2.161589058,6.022349905,18.76405831,0.0
89.0,2012p002254,TPLC,0.039381185,0.072606959,1.1948,46.03787,30.6787,0.004557879,0.015666256,440.4134484,61.84727172,0.012621408,2.07553,7.18978,20.69694,38.03469,32.75662,0.562691131,0.132048516,1.72871039,4.641368229,10.91533301,0.0
90.0,2012p002254,WCSS,0.037523388,0.066523458,1.17054,176.68158,82.31236,0.004863511,0.017501067,871.8158534,545.8621311,0.011810091,1.55426,7.80233,43.53686,138.48942,69.88667,0.357336957,0.018268403,1.381225166,7.417664561,11.99161347,0.0
93.0,2012p002254,HHSS,0.017140932,0.054383504,2.13656,217.53791,100.10754,0.00525612,0.019400799,796.4521106,517.7317852,0.010847893,3.35687,11.65702,48.47832,139.13845,103.15171,0.429061785,0.017681921,1.664089306,7.887236349,17.47759384,0.0
94.0,2012p003376,ADCS,0.02901053,0.014840433,0.44461,6.52228,4.58403,0.051715741,0.187029881,420.5496996,138.3248061,0.107441598,0.97503,2.26765,4.0215,5.13805,4.77675,0.337069656,0.464250445,1.899075037,3.916216199,9.323370963,0.0
95.0,2012p003376,CCCC,0.053149359,0.064971296,0.87998,37.08881,15.52958,0.042612044,0.150854408,85.6005949,57.9024611,0.055727914,1.51482,3.54009,14.33487,30.19439,9.1262,0.463904931,0.073588286,1.952445099,3.247599041,7.630661662,0.0
96.0,2012p003376,CHHC,0.022882165,0.069379999,1.67644,59.88029,20.86012,0.016288499,0.061159641,32.08039514,27.28292008,0.057640597,2.17626,6.16941,17.91522,40.4024,12.42752,0.433532992,0.067846824,2.519672778,4.259794501,11.98498722,0.0
97.0,2012p003376,CSHS,0.015597112,0.029456896,1.29562,20.88976,3.85441,0.082983121,0.244858808,482.1354989,384.5274489,0.278595432,3.78514,14.81763,6.24302,2.90104,2.64383,0.11536812,0.309502726,1.062119086,13.01769536,20.04320289,0.0
98.0,2012p003376,DFHS,0.002921978,0.009225571,1.59341,26.74357,8.55456,0.012224864,0.042611454,91.34039652,46.26568895,0.003221765,7.38058,10.66359,16.70354,10.64802,5.32407,0.331299354,0.08744437,2.023911885,2.162914652,5.525079061,1.0
99.0,2012p003376,HALS,0.003269046,0.011225169,1.90348,91.17218,19.01024,0.001612205,0.004705002,10.73736772,2.455810663,0.003107861,8.2888,11.5974,62.52874,25.07477,8.1276,0.149207174,0.085538075,1.707428325,3.921734223,12.83660363,1.0
100.0,2012p003376,HPSC,0.036261395,0.072037387,0.8588,50.42594,23.04718,0.019219204,0.061272205,37.46023871,25.36313274,0.036463964,2.03535,4.38645,16.83545,44.2103,14.66652,0.390467819,0.038890489,3.348979478,1.151086418,6.830929506,0.0
101.0,2012p003376,HVSC,0.103443139,0.10875506,0.98599,30.16164,18.80277,0.024497705,0.078640899,47.74717635,32.58703424,0.062159893,1.21926,1.42287,3.05236,21.84207,23.15827,1.21403152,0.083627141,1.722435424,2.976470158,8.609673146,0.0
102.0,2012p003376,KOWC,0.01393903,0.017936772,1.21722,15.35323,6.30936,0.049550901,0.160012766,309.6020099,239.0653359,0.142962118,2.05523,8.62229,9.4113,7.58498,4.8079,0.193232884,0.180407264,1.948082353,4.145593954,9.078656085,0.0
103.0,2012p003376,LPCC,0.127253682,0.396858382,1.11946,14.36579,8.81116,0.028696686,0.122970631,60.48733425,56.47999482,0.108664775,1.74057,2.00317,3.59455,8.35952,11.29059,1.075536481,0.135176198,2.963487766,7.657594099,31.9646665,0.0
104.0,2012p003376,LPOC,0.242511275,0.340772692,1.41341,23.69571,15.28353,0.012279649,0.053570261,11.67467873,11.01857978,0.042551732,1.85252,2.43677,6.03927,13.39929,20.50416,1.093303507,0.054102805,4.588109439,0.977918686,12.40354458,0.0
105.0,2012p003376,NBLC,0.05698727,0.108432158,1.56613,34.45352,14.8024,0.010830942,0.038098426,20.09649923,7.669124071,0.028795835,2.32944,7.07962,11.22849,19.63812,14.2874,0.312593159,0.091338618,4.766023189,1.617938467,10.59924502,0.0
106.0,2012p003376,PRPC,0.03525978,0.079937235,1.51221,54.94056,29.49463,0.007552489,0.03628127,15.0201373,11.16183481,0.025575925,2.40695,5.3264,20.68114,44.8954,26.25078,0.40331966,0.048680677,2.065261337,2.484149698,9.198335242,0.0
107.0,2012p003376,RHSC,0.019019655,0.064010696,1.41182,56.83033,22.40973,0.016317006,0.066027887,34.28782411,29.1063042,0.051794656,2.39068,4.26653,15.32115,46.14659,12.74842,0.60389751,0.076197434,2.034232868,4.557104242,11.53248646,0.0
108.0,2012p003376,SHLC,0.022227235,0.071492979,1.32385,37.81798,17.41325,0.01201103,0.047373983,24.17768482,14.57885152,0.039708545,2.10794,6.07089,24.02818,27.05311,12.44754,0.379449646,0.078642837,1.832442756,4.803623525,13.874424,0.0
109.0,2012p003376,SMTC,0.052603832,0.073093094,1.97909,23.63191,12.34192,0.022240847,0.081137287,42.34787071,24.53662611,0.075939763,2.43929,3.92919,11.56665,17.82627,10.74383,0.596844287,0.134334128,3.630206209,6.633392649,21.09175266,0.0
110.0,2012p003376,WCSS,0.013316328,0.016328991,1.25784,652.03398,346.58758,0.002641758,0.007390452,429.882462,75.06462618,0.00274781,7.56462,91.11155,392.59009,585.00701,244.79235,0.149272612,0.012057441,1.500118148,7.758350167,13.98993536,1.0
111.0,2012p003376,WSFC,0.055888088,0.592859607,2.16992,19.46811,7.3471,0.025805603,0.090798442,399.4154296,335.136148,0.140258081,4.16632,9.05465,9.7192,10.08881,5.22242,0.646382189,0.144310901,3.653988611,4.20876754,25.94184111,0.0
113.0,2012p003376,CACS,0.001206393,0.004756241,25.73315,3039.3254,1635.65273,0.013289454,0.028076123,2375.599488,1291.369484,0.000941882,73.00963,276.87344,1121.32836,2425.92525,1492.06359,0.380714123,0.000941882,2.000620148,2.476211769,7.795985972,1.0
114.0,2012p003376,CBGS,0.00084514,0.002579135,9.37703,2904.96472,1241.49823,0.007400905,0.02037675,1223.993701,664.9424913,0.000736086,50.43167,305.96268,1537.82173,2085.40181,850.20311,0.249664266,0.001118784,2.183736858,4.56738427,10.44123533,1.0
115.0,2012p003376,CMHS,0.002128915,0.003781042,3.87275,1849.05165,1178.97713,0.010404201,0.030173391,1891.102162,1148.968387,0.000635822,18.71849,133.41908,759.08255,1495.44397,1260.28807,0.189152077,0.000771737,2.162443826,1.995394653,8.271802823,1.0
116.0,2012p003376,CRLZ,0.000396229,0.002553474,34.09724,14216.75958,6985.04327,0.002575398,0.009868646,369.6109378,626.3425293,0.001996523,71.15035,602.0959,3312.36219,12678.04779,5426.04297,0.326843879,0.00223683,3.022197524,2.033654301,8.051706161,1.0
117.0,2012p003376,CSTC,0.026471179,0.059839435,3.08471,228.91615,88.08879,0.016704818,0.069580342,367.423491,360.9415836,0.0454556,37.68739,65.35135,80.16269,143.94148,61.51867,0.668702497,0.059011812,2.019990301,5.953708795,13.27727352,1.0
118.0,2012p003376,D09C,0.01238821,0.028323656,2.65349,454.56153,183.6242,0.003143132,0.009481366,74.00612261,45.74673089,0.005492671,14.27952,73.99564,299.52441,299.70348,113.93611,0.261781886,0.010271579,1.57042301,4.049993737,12.55699777,1.0
119.0,2012p003376,D14C,0.004413674,0.005893403,2.49061,1230.38246,684.97501,0.012915811,0.04204725,2592.967122,1636.415686,0.001577601,12.39235,38.42028,248.6868,671.58643,889.23612,0.351894374,0.001577601,1.810017941,1.439921841,5.80721521,1.0
